Age,Attrition,Travel_Frequently,Travel_Rarely,Non_Travel,DailyRate,Research & Development,Sales,Human Resources,DistanceFromHome,Education,Life Sciences,Medical,Marketing,Technical Degree,EducationOther,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,Sales Executive,Research Scientist,Laboratory Technician,Manufacturing Director,Healthcare Representative,JobSatisfaction,Married,Single,Divorced,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,0,0,1,0,1202,1,0,0,2,1,0,1,0,0,0,2,1,89,4,2,0,0,0,0,1,3,0,0,1,6377,13888,5,0,20,4,3,15,0,3,12,11,11,8
47,0,0,1,0,955,0,1,0,4,2,1,0,0,0,0,4,1,83,3,2,1,0,0,0,0,4,0,1,0,4163,8571,1,1,17,3,0,9,0,3,9,0,0,7
55,1,0,1,0,436,0,1,0,2,1,0,1,0,0,0,3,0,37,3,2,1,0,0,0,0,4,0,1,0,5160,21519,4,0,16,3,0,12,3,2,9,7,7,3
18,0,0,0,1,287,1,0,0,5,2,1,0,0,0,0,2,0,73,3,1,0,1,0,0,0,4,0,1,0,1051,13493,1,0,15,3,0,0,2,3,0,0,0,0
33,0,0,0,1,722,0,1,0,17,3,1,0,0,0,0,4,0,38,3,4,0,0,0,0,1,3,0,1,0,17444,20489,1,0,11,3,0,10,2,3,10,8,6,0
38,0,0,1,0,1009,0,1,0,2,2,1,0,0,0,0,2,1,31,3,2,1,0,0,0,0,1,0,0,1,6893,19461,3,0,15,3,1,11,3,3,7,7,1,7
30,0,1,0,0,1312,1,0,0,23,3,1,0,0,0,0,1,0,96,1,1,0,1,0,0,0,3,0,0,1,2613,22310,1,0,25,4,3,10,2,2,10,7,0,9
35,0,0,1,0,882,0,1,0,3,4,1,0,0,0,0,4,0,92,3,3,1,0,0,0,0,4,0,0,1,7823,6812,6,0,13,3,1,12,2,3,10,9,0,8
49,0,1,0,0,279,1,0,0,8,1,1,0,0,0,0,3,0,61,2,2,0,1,0,0,0,2,1,0,0,5130,24907,1,0,23,4,1,10,3,3,10,7,1,7
50,0,1,0,0,809,0,1,0,12,3,0,0,1,0,0,3,1,77,3,3,1,0,0,0,0,4,0,1,0,9208,6645,4,0,11,3,0,16,3,3,2,2,2,1
34,1,1,0,0,988,0,0,1,23,3,0,0,0,0,1,2,1,43,3,3,0,0,0,0,1,1,0,0,1,9950,11533,9,1,15,3,3,11,2,3,3,2,0,2
41,0,0,1,0,509,1,0,0,7,2,0,0,0,1,0,2,1,43,4,1,0,1,0,0,0,3,1,0,0,3376,18863,1,0,13,3,0,10,3,3,10,6,0,8
43,0,0,1,0,244,0,0,1,2,3,1,0,0,0,0,2,0,97,3,1,0,0,0,0,1,4,0,1,0,3539,5033,0,0,13,3,0,10,5,3,9,7,1,8
42,0,0,0,1,335,1,0,0,23,2,1,0,0,0,0,4,0,37,2,2,0,1,0,0,0,3,0,1,0,4332,14811,1,0,12,3,0,20,2,3,20,9,3,7
31,0,0,1,0,326,0,1,0,8,2,1,0,0,0,0,1,0,31,3,3,1,0,0,0,0,4,0,0,1,10793,8386,1,0,18,3,1,13,5,3,13,7,9,9
55,0,0,1,0,189,0,0,1,26,4,0,0,0,0,1,3,0,71,4,5,0,0,0,0,1,2,1,0,0,19636,25811,4,1,18,3,1,35,0,3,10,9,1,4
47,0,0,1,0,359,1,0,0,2,4,0,1,0,0,0,1,1,82,3,4,0,0,0,0,1,3,1,0,0,17169,26703,3,0,19,3,2,26,2,4,20,17,5,6
32,0,0,1,0,117,0,1,0,13,4,1,0,0,0,0,2,0,73,3,2,1,0,0,0,0,4,0,0,1,4403,9250,2,0,11,3,1,8,3,2,5,2,0,3
20,1,0,1,0,500,0,1,0,2,3,0,1,0,0,0,3,1,49,2,1,0,0,0,0,1,3,0,1,0,2044,22052,1,0,13,3,0,2,3,2,2,2,0,2
55,0,0,1,0,452,1,0,0,1,3,0,1,0,0,0,4,0,81,3,5,0,0,0,0,1,1,0,1,0,19045,18938,0,1,14,3,0,37,2,3,36,10,4,13
49,0,1,0,0,1023,0,1,0,2,3,0,1,0,0,0,4,0,63,2,2,1,0,0,0,0,2,1,0,0,5390,13243,2,0,14,3,0,17,3,2,9,6,0,8
45,0,0,0,1,1050,0,1,0,9,4,1,0,0,0,0,2,1,65,2,2,1,0,0,0,0,3,1,0,0,5593,17970,1,0,13,3,1,15,2,3,15,10,4,12
47,0,0,1,0,571,0,1,0,14,3,0,1,0,0,0,3,1,78,3,2,1,0,0,0,0,3,1,0,0,4591,24200,3,1,17,3,1,11,4,2,5,4,1,2
42,0,0,1,0,269,1,0,0,2,3,0,1,0,0,0,4,1,56,2,1,0,0,1,0,0,1,0,0,1,2593,8007,0,1,11,3,1,10,4,3,9,6,7,8
26,0,0,1,0,775,0,1,0,29,2,0,1,0,0,0,1,0,45,3,2,1,0,0,0,0,3,0,0,1,4306,4267,5,0,12,3,2,8,5,3,0,0,0,0
46,1,0,1,0,377,0,1,0,9,3,0,0,1,0,0,1,0,52,3,3,1,0,0,0,0,4,0,0,1,10096,15986,4,0,11,3,1,28,1,4,7,7,4,3
36,0,0,1,0,1299,1,0,0,27,3,0,1,0,0,0,3,0,94,3,2,0,0,0,0,1,3,1,0,0,5237,16577,6,0,13,3,2,17,3,2,7,7,7,7
22,0,0,1,0,253,1,0,0,11,3,0,1,0,0,0,1,1,43,3,1,0,1,0,0,0,2,1,0,0,2244,24440,1,0,13,3,1,2,1,3,2,1,1,2
29,0,0,1,0,694,1,0,0,1,3,1,0,0,0,0,4,1,87,2,4,0,0,0,0,1,4,0,0,1,16124,3423,3,0,14,3,2,9,2,2,7,7,1,7
44,0,1,0,0,383,0,1,0,1,5,0,0,1,0,0,1,1,79,3,2,1,0,0,0,0,3,1,0,0,4768,9282,7,0,12,3,1,11,4,2,1,0,0,0
42,0,1,0,0,532,1,0,0,29,2,1,0,0,0,0,1,1,92,3,2,0,1,0,0,0,3,0,0,1,4556,12932,2,0,11,3,1,19,3,3,5,4,0,2
44,0,0,1,0,1459,1,0,0,10,4,0,0,0,0,1,4,0,41,3,2,0,0,0,0,1,4,1,0,0,6465,19121,2,1,13,3,0,9,5,4,4,2,1,3
41,1,0,0,1,906,1,0,0,5,2,1,0,0,0,0,1,0,95,2,1,0,1,0,0,0,1,0,0,1,2107,20293,6,0,17,3,1,5,2,1,1,0,0,0
48,0,0,1,0,277,1,0,0,6,3,1,0,0,0,0,1,0,97,2,2,0,0,0,0,1,3,0,1,0,4240,13119,2,0,13,3,0,19,0,3,2,2,2,2
32,0,0,1,0,334,1,0,0,5,2,1,0,0,0,0,1,0,80,4,1,0,1,0,0,0,2,0,0,1,3298,15053,0,1,12,3,2,7,5,2,6,2,0,5
42,0,0,1,0,462,0,1,0,14,2,0,1,0,0,0,3,1,68,2,2,1,0,0,0,0,3,0,1,0,6244,7824,7,0,17,3,0,10,6,3,5,4,0,3
59,0,1,0,0,1225,0,1,0,1,1,1,0,0,0,0,1,1,57,2,2,1,0,0,0,0,3,0,1,0,5473,24668,7,0,11,3,0,20,2,2,4,3,1,3
33,0,0,1,0,536,0,1,0,10,5,0,0,1,0,0,4,0,82,4,3,1,0,0,0,0,3,0,0,1,8380,21708,0,1,14,3,2,10,3,3,9,8,0,8
34,0,0,1,0,1400,0,1,0,9,1,1,0,0,0,0,2,1,70,3,2,1,0,0,0,0,3,1,0,0,5714,5829,1,0,20,4,0,6,3,2,6,5,1,3
23,1,1,0,0,638,0,1,0,9,3,0,0,1,0,0,4,0,33,3,1,0,0,0,0,1,1,1,0,0,1790,26956,1,0,19,3,1,1,3,2,1,0,1,0
28,0,0,0,1,1476,1,0,0,1,3,1,0,0,0,0,3,1,55,1,2,0,0,1,0,0,4,1,0,0,6674,16392,0,0,11,3,3,10,6,3,9,8,7,5
41,0,0,1,0,548,1,0,0,9,4,1,0,0,0,0,3,0,94,3,1,0,0,1,0,0,1,0,0,1,2289,20520,1,0,20,4,2,5,2,3,5,3,0,4
59,0,0,0,1,1420,0,0,1,2,4,0,0,0,0,1,3,1,32,2,5,0,0,0,0,1,4,1,0,0,18844,21922,9,0,21,4,1,30,3,3,3,2,2,2
42,0,0,1,0,1128,1,0,0,13,3,0,1,0,0,0,2,0,95,4,2,0,0,0,0,1,1,1,0,0,5538,5696,5,0,18,3,2,10,2,2,0,0,0,0
23,1,0,1,0,1243,1,0,0,6,3,1,0,0,0,0,3,0,63,4,1,0,0,1,0,0,1,1,0,0,1601,3445,1,1,21,4,2,1,2,3,0,0,0,0
33,0,1,0,0,553,1,0,0,5,4,1,0,0,0,0,4,1,74,3,3,0,0,0,0,1,2,1,0,0,11878,23364,6,0,11,3,2,12,2,3,10,6,8,8
26,1,1,0,0,575,1,0,0,3,1,0,0,0,1,0,3,0,73,3,1,0,1,0,0,0,1,0,1,0,3102,6582,0,0,22,4,0,7,2,3,6,4,0,4
33,1,0,1,0,587,1,0,0,10,1,0,1,0,0,0,1,0,38,1,1,0,0,1,0,0,4,0,0,1,3408,6705,7,0,13,3,3,8,2,3,4,3,1,3
36,0,0,0,1,635,0,1,0,10,4,0,1,0,0,0,2,0,32,3,3,1,0,0,0,0,4,0,1,0,9980,15318,1,0,14,3,0,10,3,2,10,3,9,7
26,0,1,0,0,496,1,0,0,11,2,0,1,0,0,0,1,0,60,3,2,0,0,0,0,1,1,1,0,0,4741,22722,1,1,13,3,1,5,3,3,5,3,3,3
34,0,0,1,0,216,0,1,0,1,4,0,0,1,0,0,2,0,75,4,2,1,0,0,0,0,4,0,0,1,9725,12278,0,0,11,3,1,16,2,2,15,1,0,9
30,0,0,1,0,1275,1,0,0,28,2,0,1,0,0,0,4,1,64,3,2,0,1,0,0,0,4,1,0,0,5775,11934,1,0,13,3,2,11,2,3,10,8,1,9
45,0,1,0,0,1199,1,0,0,7,4,1,0,0,0,0,1,0,77,4,2,0,0,0,1,0,3,1,0,0,6434,5118,4,0,17,3,1,9,1,3,3,2,0,2
33,0,0,1,0,134,1,0,0,2,3,1,0,0,0,0,3,0,90,3,1,0,1,0,0,0,4,0,1,0,2500,10515,0,0,14,3,0,4,2,4,3,1,0,2
25,0,0,1,0,622,0,1,0,13,1,0,1,0,0,0,2,0,40,3,1,0,0,0,0,1,3,1,0,0,2096,26376,1,0,11,3,0,7,1,3,7,4,0,6
37,1,0,1,0,370,1,0,0,10,4,0,1,0,0,0,4,0,58,3,2,0,0,0,1,0,1,0,1,0,4213,4992,1,0,15,3,0,10,4,1,10,3,0,8
45,0,0,0,1,589,0,1,0,2,4,1,0,0,0,0,3,1,67,3,2,1,0,0,0,0,3,1,0,0,5154,19665,4,0,22,4,2,10,3,4,8,7,5,7
51,0,1,0,0,237,0,1,0,9,3,1,0,0,0,0,4,0,83,3,5,0,0,0,0,1,2,0,0,1,19847,19196,4,1,24,4,1,31,5,2,29,10,11,10
49,0,0,1,0,301,1,0,0,22,4,0,0,0,0,1,1,1,72,3,4,0,0,0,0,1,2,1,0,0,16413,3498,3,0,16,3,2,27,2,3,4,2,1,2
37,0,0,1,0,1239,0,0,1,8,2,0,0,0,0,1,3,0,89,3,2,0,0,0,0,1,2,0,0,1,4071,12832,2,0,13,3,0,19,4,2,10,0,4,7
32,1,0,1,0,964,0,1,0,1,2,1,0,0,0,0,1,0,34,1,2,1,0,0,0,0,2,0,1,0,6735,12147,6,0,15,3,0,10,2,3,0,0,0,0
54,0,0,1,0,1147,0,1,0,3,3,0,0,1,0,0,4,1,52,3,2,1,0,0,0,0,1,1,0,0,5940,17011,2,0,14,3,1,16,4,3,6,2,0,5
53,0,0,1,0,346,1,0,0,6,3,1,0,0,0,0,4,0,86,3,2,0,0,1,0,0,4,0,1,0,2450,10919,2,0,17,3,0,19,4,3,2,2,2,2
40,0,0,1,0,1342,0,1,0,9,2,0,1,0,0,0,1,0,47,3,2,1,0,0,0,0,1,1,0,0,5473,19345,0,0,12,3,0,9,5,4,8,4,7,1
34,0,0,1,0,181,1,0,0,2,4,0,1,0,0,0,4,0,97,4,1,0,1,0,0,0,4,1,0,0,2932,5586,0,1,14,3,3,6,3,3,5,0,1,2
34,0,0,1,0,1442,1,0,0,9,3,0,1,0,0,0,4,1,46,2,3,0,0,0,0,1,2,0,1,0,8621,17654,1,0,14,3,0,9,3,4,8,7,7,7
25,1,0,1,0,240,0,1,0,5,3,0,0,1,0,0,3,0,46,2,2,1,0,0,0,0,3,0,1,0,5744,26959,1,1,11,3,0,6,1,3,6,4,0,3
31,0,0,1,0,655,1,0,0,7,4,1,0,0,0,0,4,0,48,3,2,0,0,1,0,0,4,0,0,1,5915,9528,3,0,22,4,1,10,3,2,7,7,1,7
40,0,0,1,0,1194,1,0,0,2,4,0,1,0,0,0,3,1,98,3,1,0,1,0,0,0,3,1,0,0,2001,12549,2,0,14,3,3,20,2,3,5,3,0,2
52,0,0,1,0,1053,1,0,0,1,2,1,0,0,0,0,4,0,70,3,4,0,0,0,0,1,4,1,0,0,17099,13829,2,0,15,3,1,26,2,2,9,8,7,8
22,0,0,1,0,581,1,0,0,1,2,1,0,0,0,0,4,0,63,3,1,0,1,0,0,0,3,0,1,0,3375,17624,0,0,12,3,0,4,2,4,3,2,1,2
47,0,0,1,0,703,0,1,0,14,4,0,0,1,0,0,4,0,42,3,2,1,0,0,0,0,1,0,1,0,4960,11825,2,0,12,3,0,20,2,3,7,7,1,7
43,0,1,0,0,957,1,0,0,28,3,0,1,0,0,0,2,1,72,4,1,0,1,0,0,0,3,0,1,0,4739,16090,4,0,12,3,0,18,2,3,3,2,1,2
29,0,0,1,0,1086,1,0,0,7,1,0,1,0,0,0,1,1,62,2,1,0,0,1,0,0,4,0,0,1,2532,6054,6,0,14,3,3,8,5,3,4,3,0,3
35,1,1,0,0,130,1,0,0,25,4,1,0,0,0,0,4,1,96,3,1,0,1,0,0,0,2,0,0,1,2022,16612,1,1,19,3,1,10,3,2,10,2,7,8
37,0,1,0,0,1231,0,1,0,21,2,0,1,0,0,0,3,1,54,3,1,0,0,0,0,1,4,1,0,0,2973,21222,5,0,15,3,1,10,3,3,5,4,0,0
43,0,0,1,0,1291,1,0,0,15,2,1,0,0,0,0,3,0,65,2,4,0,0,0,0,1,3,1,0,0,17603,3525,1,0,24,4,1,14,3,3,14,10,6,11
33,1,0,1,0,118,0,1,0,16,3,0,0,1,0,0,1,1,69,3,2,1,0,0,0,0,1,0,1,0,5324,26507,5,0,15,3,0,6,3,3,3,2,0,2
32,0,0,1,0,827,1,0,0,1,1,1,0,0,0,0,4,0,71,3,1,0,1,0,0,0,1,0,1,0,2956,15178,1,0,13,3,0,1,2,3,1,0,0,0
38,0,0,1,0,364,1,0,0,3,5,0,0,0,1,0,4,1,32,3,2,0,1,0,0,0,3,0,1,0,4317,2302,3,1,20,4,0,19,2,3,3,2,2,2
28,1,0,1,0,1434,1,0,0,5,4,0,0,0,1,0,3,0,50,3,1,0,0,1,0,0,3,0,1,0,3441,11179,1,1,13,3,0,2,3,2,2,2,2,2
57,0,0,1,0,593,1,0,0,1,4,0,1,0,0,0,4,0,88,3,2,0,0,0,0,1,3,1,0,0,6755,2967,2,0,11,3,0,15,2,3,3,2,1,2
38,0,1,0,0,148,1,0,0,2,3,0,1,0,0,0,4,1,42,2,1,0,0,1,0,0,2,0,1,0,2440,23826,1,0,22,4,0,4,3,3,4,3,3,3
33,1,0,1,0,813,1,0,0,14,3,0,1,0,0,0,3,0,58,3,1,0,0,1,0,0,4,1,0,0,2436,22149,5,1,13,3,1,8,2,1,5,4,0,4
55,0,0,1,0,1117,0,1,0,18,5,1,0,0,0,0,1,1,83,3,4,0,0,0,0,1,2,0,1,0,16835,9873,3,0,23,4,0,37,2,3,10,9,7,7
24,0,0,1,0,771,1,0,0,1,2,1,0,0,0,0,2,0,45,2,2,0,0,0,0,1,3,0,1,0,4617,14120,1,0,12,3,0,4,2,2,4,3,1,2
36,1,0,1,0,530,0,1,0,3,1,1,0,0,0,0,3,0,51,2,3,1,0,0,0,0,4,1,0,0,10325,5518,1,1,11,3,1,16,6,3,16,7,3,7
22,0,0,1,0,534,1,0,0,15,3,0,1,0,0,0,2,1,59,3,1,0,0,1,0,0,4,0,1,0,2871,23785,1,0,15,3,0,1,5,3,0,0,0,0
34,0,1,0,0,648,0,0,1,11,3,1,0,0,0,0,3,0,56,2,2,0,0,0,0,1,2,1,0,0,4490,21833,4,0,11,3,2,14,5,4,10,9,1,8
33,0,1,0,0,508,0,1,0,10,3,0,0,1,0,0,2,0,46,2,2,1,0,0,0,0,4,0,1,0,4682,4317,3,0,14,3,0,9,6,2,7,7,0,1
52,0,0,1,0,319,1,0,0,3,3,0,1,0,0,0,4,0,39,2,3,0,0,0,1,0,3,1,0,0,7969,19609,2,1,14,3,0,28,4,3,5,4,0,4
29,0,0,1,0,592,1,0,0,7,3,1,0,0,0,0,4,0,59,3,1,0,0,1,0,0,1,0,1,0,2062,19384,3,0,14,3,0,11,2,3,3,2,1,2
23,0,0,1,0,160,1,0,0,4,1,0,1,0,0,0,3,1,51,3,1,0,0,1,0,0,2,0,1,0,3295,12862,1,0,13,3,0,3,3,1,3,2,1,2
30,0,0,1,0,202,0,1,0,2,1,0,0,0,1,0,3,0,72,3,1,0,0,0,0,1,2,1,0,0,2476,17434,1,0,18,3,1,1,3,3,1,0,0,0
36,0,0,1,0,922,1,0,0,3,2,1,0,0,0,0,1,1,39,3,1,0,0,1,0,0,4,0,0,1,2835,2561,5,0,22,4,1,7,2,3,1,0,0,0
48,1,0,1,0,626,1,0,0,1,2,1,0,0,0,0,1,0,98,2,3,0,0,1,0,0,3,0,1,0,5381,19294,9,1,13,3,0,23,2,3,1,0,0,0
21,0,0,1,0,996,1,0,0,3,2,0,1,0,0,0,4,0,100,2,1,0,1,0,0,0,3,0,1,0,3230,10531,1,0,17,3,0,3,4,4,3,2,1,0
29,0,0,1,0,726,1,0,0,29,1,1,0,0,0,0,4,0,93,1,2,0,0,0,0,1,3,0,0,1,6384,21143,8,0,17,3,2,11,3,3,7,0,1,6
30,0,0,0,1,1400,1,0,0,3,3,1,0,0,0,0,3,0,53,3,1,0,0,1,0,0,4,1,0,0,2097,16734,4,0,15,3,1,9,3,1,5,3,1,4
22,1,1,0,0,1368,1,0,0,4,1,0,0,0,1,0,3,0,99,2,1,0,0,1,0,0,3,0,1,0,3894,9129,5,0,16,3,0,4,3,3,2,2,1,2
53,0,0,1,0,661,0,1,0,7,2,0,0,1,0,0,1,1,78,2,3,1,0,0,0,0,4,1,0,0,10934,20715,7,1,18,3,1,35,3,3,5,2,0,4
31,0,0,1,0,192,1,0,0,2,4,1,0,0,0,0,3,0,32,3,1,0,1,0,0,0,4,0,0,1,2695,7747,0,1,18,3,1,3,2,1,2,2,2,2
32,0,0,1,0,634,1,0,0,5,4,0,0,0,0,1,2,1,35,4,1,0,1,0,0,0,4,1,0,0,3312,18783,3,0,17,3,2,6,3,3,3,2,0,2
21,0,0,1,0,501,0,1,0,5,1,0,1,0,0,0,3,0,58,3,1,0,0,0,0,1,1,0,1,0,2380,25479,1,1,11,3,0,2,6,3,2,2,1,2
34,0,0,0,1,1065,0,1,0,23,4,0,0,1,0,0,2,0,72,3,2,1,0,0,0,0,3,0,1,0,4568,10034,0,0,20,4,0,10,2,3,9,5,8,7
32,1,0,1,0,1089,1,0,0,7,2,1,0,0,0,0,4,0,79,3,2,0,0,1,0,0,3,1,0,0,4883,22845,1,0,18,3,1,10,3,3,10,4,1,1
32,0,1,0,0,1318,0,1,0,10,4,0,0,1,0,0,4,0,79,3,2,1,0,0,0,0,4,0,1,0,4648,26075,8,0,13,3,0,4,2,4,0,0,0,0
58,0,0,0,1,350,0,1,0,2,3,0,1,0,0,0,2,0,52,3,4,0,0,0,0,1,2,0,0,1,16291,22577,4,0,22,4,1,37,0,2,16,9,14,14
37,0,0,1,0,671,1,0,0,19,3,1,0,0,0,0,3,0,85,3,2,0,0,0,1,0,3,1,0,0,5768,26493,3,0,17,3,3,9,2,2,4,3,0,2
34,0,0,1,0,507,0,1,0,15,2,0,1,0,0,0,3,1,66,3,2,1,0,0,0,0,1,0,1,0,6125,23553,1,0,12,3,0,10,6,4,10,8,9,6
20,0,0,1,0,805,1,0,0,3,3,1,0,0,0,0,1,0,87,2,1,0,0,1,0,0,3,0,1,0,3033,12828,1,0,12,3,0,2,2,2,2,2,1,2
35,0,0,1,0,950,1,0,0,7,3,0,0,0,0,1,3,0,59,3,3,0,0,0,1,0,3,0,1,0,10221,18869,3,0,21,4,0,17,3,4,8,5,1,6
52,0,0,1,0,1323,1,0,0,2,3,1,0,0,0,0,3,1,89,2,1,0,0,1,0,0,4,0,1,0,3212,3300,7,0,15,3,0,6,3,2,2,2,2,2
26,0,1,0,0,1283,0,1,0,1,3,0,1,0,0,0,3,0,52,2,2,1,0,0,0,0,1,0,1,0,4294,11148,1,0,12,3,0,7,2,3,7,7,0,7
34,0,1,0,0,669,1,0,0,1,3,0,1,0,0,0,4,0,97,2,2,0,0,0,0,1,1,0,1,0,5343,25755,0,0,20,4,0,14,3,3,13,9,4,9
34,0,1,0,0,702,1,0,0,16,4,1,0,0,0,0,3,1,100,2,1,0,1,0,0,0,4,0,1,0,2553,8306,1,0,16,3,0,6,3,3,5,2,1,3
35,0,0,1,0,1219,0,1,0,18,3,0,1,0,0,0,3,1,86,3,2,1,0,0,0,0,3,1,0,0,4601,6179,1,0,16,3,0,5,3,3,5,2,1,0
34,0,0,1,0,258,0,1,0,21,4,1,0,0,0,0,4,0,74,4,2,1,0,0,0,0,4,0,1,0,5337,19921,1,0,12,3,0,10,3,3,10,7,5,7
34,1,0,1,0,699,1,0,0,6,1,0,1,0,0,0,2,0,83,3,1,0,1,0,0,0,1,0,1,0,2960,17102,2,0,11,3,0,8,2,3,4,2,1,3
30,1,1,0,0,464,1,0,0,4,3,0,0,0,1,0,3,0,40,3,1,0,1,0,0,0,4,0,1,0,2285,3427,9,1,23,4,0,3,4,3,1,0,0,0
22,0,0,1,0,1256,1,0,0,19,1,0,1,0,0,0,3,0,80,3,1,0,1,0,0,0,4,1,0,0,2323,11992,1,0,24,4,2,2,6,3,2,2,2,2
45,0,1,0,0,1249,1,0,0,7,3,1,0,0,0,0,1,0,97,3,3,0,0,1,0,0,1,0,0,1,5210,20308,1,0,18,3,1,24,2,3,24,9,9,11
33,0,0,1,0,654,1,0,0,5,3,1,0,0,0,0,4,0,34,2,3,0,0,0,0,1,4,0,0,1,7119,21214,4,0,15,3,1,9,2,3,3,2,1,2
55,0,0,0,1,177,1,0,0,8,1,0,1,0,0,0,4,0,37,2,4,0,0,0,0,1,2,0,0,1,13577,25592,1,1,15,3,1,34,3,3,33,9,15,0
33,0,0,1,0,586,0,1,0,1,3,0,1,0,0,0,1,0,48,4,2,1,0,0,0,0,1,0,0,1,4037,21816,1,0,22,4,1,9,5,3,9,8,0,8
35,0,0,1,0,660,0,1,0,7,1,1,0,0,0,0,4,0,76,3,1,0,0,0,0,1,3,1,0,0,2404,16192,1,0,13,3,1,1,3,3,1,0,0,0
20,0,0,1,0,959,1,0,0,1,3,1,0,0,0,0,4,1,83,2,1,0,1,0,0,0,2,0,1,0,2836,11757,1,0,13,3,0,1,0,4,1,0,0,0
38,0,0,1,0,243,0,1,0,7,4,0,0,1,0,0,4,1,46,2,2,1,0,0,0,0,4,0,1,0,4028,7791,0,0,20,4,0,8,2,3,7,7,0,5
27,0,0,1,0,1115,1,0,0,3,4,0,1,0,0,0,1,0,54,2,1,0,1,0,0,0,4,0,1,0,2045,15174,0,0,13,3,0,5,0,3,4,2,1,1
34,0,0,1,0,167,1,0,0,8,5,1,0,0,0,0,2,1,32,3,2,0,0,0,1,0,1,0,0,1,5121,4187,3,0,14,3,1,7,3,3,0,0,0,0
46,0,0,1,0,1009,1,0,0,2,3,1,0,0,0,0,1,0,51,3,4,0,0,0,0,1,3,1,0,0,17861,2288,6,0,13,3,0,26,2,1,3,2,0,1
38,1,0,1,0,1180,1,0,0,29,1,0,1,0,0,0,2,0,70,3,2,0,0,0,0,1,1,1,0,0,6673,11354,7,1,19,3,0,17,2,3,1,0,0,0
35,0,0,1,0,992,1,0,0,1,3,0,1,0,0,0,4,0,68,2,1,0,0,1,0,0,1,0,1,0,2450,21731,1,0,19,3,0,3,3,3,3,0,1,2
30,0,1,0,0,1312,1,0,0,2,4,0,0,0,1,0,4,1,78,2,1,0,1,0,0,0,1,0,1,0,4968,26427,0,0,16,3,0,10,2,3,9,7,0,7
54,0,0,1,0,584,1,0,0,22,5,0,1,0,0,0,2,1,91,3,4,0,0,0,0,1,3,1,0,0,17426,18685,3,0,25,4,1,36,6,3,10,8,4,7
51,0,0,1,0,684,1,0,0,6,3,1,0,0,0,0,1,0,51,3,5,0,0,0,0,1,3,0,1,0,19537,6462,7,0,13,3,0,23,5,3,20,18,15,15
29,0,0,1,0,991,0,1,0,5,3,0,1,0,0,0,1,0,43,2,2,1,0,0,0,0,2,0,0,1,4187,3356,1,1,13,3,1,10,3,2,10,0,0,9
28,0,0,0,1,280,0,0,1,1,2,1,0,0,0,0,3,0,43,3,1,0,0,0,0,1,4,0,0,1,2706,10494,1,0,15,3,1,3,2,3,3,2,2,2
46,0,0,1,0,488,0,1,0,2,3,0,0,0,1,0,3,1,75,1,4,0,0,0,0,1,2,1,0,0,16872,14977,3,1,12,3,1,28,2,2,7,7,7,7
31,0,0,1,0,1398,0,0,1,8,2,0,1,0,0,0,4,1,96,4,1,0,0,0,0,1,2,0,1,0,2109,24609,9,0,18,3,0,8,3,3,3,2,0,2
40,0,0,1,0,989,1,0,0,4,1,0,1,0,0,0,4,1,46,3,5,0,0,0,0,1,3,1,0,0,19033,6499,1,0,14,3,1,21,2,3,20,8,9,9
43,0,0,1,0,415,0,1,0,25,3,0,1,0,0,0,3,0,79,2,3,1,0,0,0,0,4,0,0,1,10798,5268,5,0,13,3,1,18,5,3,1,0,0,0
38,0,0,1,0,1084,1,0,0,29,3,0,0,0,1,0,4,0,54,3,2,0,0,0,1,0,4,1,0,0,6261,4185,3,0,18,3,1,9,3,1,7,7,1,7
28,1,0,1,0,890,1,0,0,2,4,0,1,0,0,0,3,0,46,3,1,0,1,0,0,0,3,0,1,0,4382,16374,6,0,17,3,0,5,3,2,2,2,2,1
42,0,1,0,0,458,1,0,0,26,5,0,1,0,0,0,1,1,60,3,3,0,0,0,0,1,1,1,0,0,13191,23281,3,1,17,3,0,20,6,3,1,0,0,0
26,1,0,1,0,920,0,0,1,20,2,0,1,0,0,0,4,1,69,3,1,0,0,0,0,1,2,1,0,0,2148,6889,0,1,11,3,0,6,3,3,5,1,1,4
29,0,0,1,0,590,1,0,0,4,3,0,0,0,1,0,4,1,91,2,1,0,1,0,0,0,1,0,0,1,2109,10007,1,0,13,3,1,1,2,3,1,0,0,0
24,0,0,1,0,1371,0,1,0,10,4,0,0,1,0,0,4,1,77,3,2,1,0,0,0,0,3,0,0,1,4260,5915,1,1,12,3,1,5,2,4,5,2,0,3
35,0,0,1,0,662,0,1,0,1,5,0,0,1,0,0,3,0,94,3,3,1,0,0,0,0,2,1,0,0,7295,11439,1,0,13,3,2,10,3,3,10,8,0,6
31,0,0,1,0,1062,1,0,0,24,3,0,1,0,0,0,3,1,96,2,2,0,0,0,0,1,1,0,1,0,6812,17198,1,0,19,3,0,10,2,3,10,9,1,8
29,1,1,0,0,115,0,1,0,13,3,0,0,0,1,0,1,1,51,3,2,1,0,0,0,0,2,0,1,0,5765,17485,5,0,11,3,0,7,4,1,5,3,0,0
